,type,price,beds,bath,propertysqft,locality,sublocality,latitude,longitude,borough,zip_code,broker_name
966,House for sale,829000,4,2.0,1680.0,New York,Queens County,40.656578,-73.85163,Other,11414,Century 21
967,Condo for sale,789000,2,2.0,1230.0,Kings County,Brooklyn,40.577534,-73.95851,Brooklyn,11235,Ilite Realty Inc
968,Townhouse for sale,24990000,7,6.0,8500.0,New York,New York County,40.757725,-73.95979,Manhattan,10022,Douglas Elliman
969,House for sale,2250000,6,4.0,2184.2078,New York,Kings County,40.72466,-73.94757,Brooklyn,11222,Corcoran
970,Co-op for sale,359000,1,1.0,2184.2078,New York,New York County,40.775177,-73.95502,Manhattan,10028,COMPASS
971,House for sale,1439000,6,4.0,1440.0,New York,Kings County,40.633755,-74.0033,Brooklyn,11219,RE/MAX
972,Multi-family home for sale,1050000,7,4.0,3280.0,New York,Bronx County,40.828224,-73.870636,Bronx,10472,Other
973,Co-op for sale,134500,3,1.0,503.0,Bronx County,The Bronx,40.87898,-73.916,Bronx,10463,eXp Realty
974,House for sale,270000,4,2.0,2000.0,New York,Bronx County,40.855053,-73.88523,Bronx,10458,Sowae Corp
975,Multi-family home for sale,2280000,6,5.0,2184.2078,New York,Queens County,40.747295,-73.81645,Queens,11355,Other
976,Co-op for sale,278999,1,1.0,2184.2078,New York,Queens County,40.760174,-73.72833,Other,11362,Voro Llc
977,Multi-family home for sale,625000,5,2.0,2184.2078,New York,Kings County,40.69211,-73.94008,Brooklyn,11221,Sowae Corp
978,House for sale,529000,3,2.0,1150.0,New York,Richmond County,40.635323,-74.13368,Staten Island,10302,American Homes Group
979,Townhouse for sale,1050000,4,1.0,2184.2078,New York,Kings County,40.67019,-73.959526,Brooklyn,11225,Corcoran
980,Co-op for sale,225000,3,1.0,2184.2078,New York County,New York,40.799232,-73.95261,Manhattan,10026,COMPASS
981,Townhouse for sale,1049000,3,1.0,1224.0,New York,Queens County,40.720753,-73.85378,Other,11375,Other
982,Co-op for sale,259000,1,1.0,2184.2078,Queens County,Queens,40.74886,-73.8927,Queens,11372,Century Homes Realty Group LLC
983,House for sale,599000,3,2.0,2184.2078,New York,Kings County,40.664574,-73.899506,Brooklyn,11207,Coldwell Banker
984,Condo for sale,3595000,3,3.0,1862.0,New York County,New York,40.724197,-74.00915,Manhattan,10013,Coldwell Banker
985,Multi-family home for sale,998000,6,3.0,1872.0,New York,Queens County,40.708637,-73.9026,Other,11385,Keller Williams
986,Multi-family home for sale,889000,6,2.0,2280.0,New York,Bronx County,40.836857,-73.844925,Bronx,10461,Other
987,House for sale,825000,2,2.0,1820.0,New York,Kings County,40.616318,-73.99817,Brooklyn,11204,Corcoran
988,Multi-family home for sale,599999,6,2.0,3490.0,New York,Kings County,40.66493,-73.86707,Brooklyn,11208,Other
989,Townhouse for sale,10999000,5,7.0,2184.2078,New York,New York County,40.783623,-73.975945,Manhattan,10024,Corcoran
990,House for sale,649000,3,2.0,1064.0,New York,Kings County,40.621502,-73.90664,Brooklyn,11234,Other
991,Multi-family home for sale,989000,8,5.0,3960.0,New York,Bronx County,40.880756,-73.84185,Bronx,10466,Other
992,Condo for sale,357000,3,1.0,1100.0,Bronx County,The Bronx,40.83898,-73.86015,Bronx,10462,Other
993,Townhouse for sale,25000000,6,8.0,2184.2078,New York,New York County,40.782684,-73.95869,Manhattan,10128,Brown Harris Stevens
994,Co-op for sale,119888,1,1.0,2184.2078,Queens County,Queens,40.758224,-73.85592,Other,11368,Other
995,Multi-family home for sale,1099999,4,2.0,2185.0,New York,Bronx County,40.813595,-73.8019,Bronx,10465,Other
996,House for sale,749000,2,1.0,2184.2078,New York,Queens County,40.72367,-73.803055,Other,11366,Sotheby's International Realty
997,Multi-family home for sale,589999,4,2.0,1680.0,New York,Richmond County,40.63149,-74.13485,Staten Island,10302,Robert DeFalco Realty
998,Multi-family home for sale,6995000,20,20.0,12492.0,New York,New York County,40.736805,-73.98648,Manhattan,10003,COMPASS
999,Townhouse for sale,22500000,5,6.0,8725.0,New York,New York County,40.766933,-73.97015,Manhattan,10065,Douglas Elliman
1000,House for sale,749000,3,2.0,1332.0,New York,Richmond County,40.615578,-74.13645,Staten Island,10314,Other
1001,Condo for sale,499000,3,2.0,1156.0,Queens County,Queens,40.672672,-73.84968,Other,11417,eXp Realty
1002,House for sale,859000,3,3.0,2184.2078,New York,Queens County,40.71176,-73.753746,Other,11423,Other
1003,House for sale,899000,3,2.0,1324.0,New York,Kings County,40.605522,-73.914314,Brooklyn,11234,Other
1004,Co-op for sale,315000,2,1.0,850.0,Kings County,Brooklyn,40.61425,-73.9197,Brooklyn,11234,Other
1005,House for sale,950000,4,3.0,1746.0,New York,Queens County,40.710754,-73.732086,Other,11429,eXp Realty
1006,Townhouse for sale,13950000,6,6.0,6798.0,New York,New York County,40.736893,-73.98567,Manhattan,10003,COMPASS
1007,House for sale,1399000,5,3.0,3375.0,New York,Queens County,40.649117,-73.83899,Other,11414,Other
1008,Condo for sale,595000,3,1.0,660.0,New York County,New York,40.705933,-74.00934,Manhattan,10005,COMPASS
1009,House for sale,1618000,5,2.0,2200.0,New York,Kings County,40.614887,-73.9079,Brooklyn,11234,Other
1010,Multi-family home for sale,1100000,3,2.0,1928.0,New York,Richmond County,40.51421,-74.25051,Staten Island,10307,Other
1011,Townhouse for sale,3995000,8,8.0,5046.0,New York,New York County,40.80059,-73.97071,Manhattan,10025,COMPASS
1012,Co-op for sale,659000,1,1.0,440.0,Kings County,Brooklyn,40.686752,-73.99648,Brooklyn,11201,Century 21
1013,Multi-family home for sale,1099000,6,3.0,2018.0,New York,Queens County,40.738552,-73.85455,Other,11368,Century Homes Realty Group LLC
1014,Condo for sale,319000,2,2.0,1102.0,New York,Bronx County,40.80695,-73.8534,Bronx,10473,Other
1015,Multi-family home for sale,999000,9,3.0,3168.0,New York,Bronx County,40.847466,-73.91776,Bronx,10453,eXp Realty
1016,Co-op for sale,398000,3,2.0,1571.0,Queens County,Queens,40.71257,-73.79318,Queens,11432,Other
1017,Co-op for sale,249000,3,1.0,500.0,New York County,New York,40.871796,-73.91606,Manhattan,10034,Other
1018,Multi-family home for sale,1299000,3,2.0,2648.0,New York,Queens County,40.754425,-73.81142,Queens,11355,B Square Realty
1019,Townhouse for sale,8950000,3,6.0,6336.0,New York,New York County,40.74374,-73.978775,Manhattan,10016,Nest Seekers International
1020,House for sale,750000,5,3.0,1500.0,New York,Queens County,40.66933,-73.79244,Other,11436,Other
1021,Multi-family home for sale,1100000,5,3.0,1916.0,New York,Kings County,40.618362,-73.92604,Brooklyn,11234,COMPASS
1022,House for sale,1275000,3,4.0,2380.0,New York,Richmond County,40.539364,-74.21429,Staten Island,10309,Robert DeFalco Realty
1023,House for sale,689000,2,2.0,750.0,New York,Kings County,40.581722,-73.96456,Brooklyn,11235,Other
1024,Co-op for sale,320000,1,1.0,2184.2078,New York,Queens County,40.719242,-73.84993,Other,11375,eXp Realty
1025,Townhouse for sale,3995000,5,6.0,2184.2078,New York,Kings County,40.67994,-73.97646,Brooklyn,11217,Brown Harris Stevens
1026,Multi-family home for sale,1399000,6,5.0,2500.0,New York,Queens County,40.671787,-73.79556,Queens,11436,Other
1027,House for sale,395000,2,2.0,1089.0,New York,Bronx County,40.807053,-73.85382,Bronx,10473,Other
1028,House for sale,1250000,4,2.0,2273.0,New York,Bronx County,40.89765,-73.90194,Bronx,10471,COMPASS
1029,Co-op for sale,719000,3,2.0,1440.0,Queens County,Queens,40.72129,-73.84039,Other,11375,Keller Williams
1030,Multi-family home for sale,795000,3,4.0,1171.0,New York,Bronx County,40.88098,-73.90745,Bronx,10463,Other
1031,Multi-family home for sale,1175000,6,5.0,2184.2078,New York,Queens County,40.682022,-73.80022,Queens,11436,Other
1032,Condo for sale,4250000,3,4.0,2054.0,New York,Manhattan,40.770477,-73.95746,Manhattan,10021,COMPASS
1033,Townhouse for sale,2500000,3,4.0,2201.0,New York,New York County,40.741726,-73.97866,Manhattan,10016,Elegran Real Estate And Development
1034,House for sale,1350000,4,2.0,2948.0,New York,Bronx County,40.854813,-73.85001,Bronx,10461,Other
1035,Townhouse for sale,549990,3,2.0,2184.2078,New York,Richmond County,40.561028,-74.105034,Staten Island,10306,Other
1036,Multi-family home for sale,34000000,3,8.0,2184.2078,New York,New York County,40.74339,-73.997375,Manhattan,10011,Corcoran
1037,Multi-family home for sale,1550000,6,6.0,2184.2078,New York,Kings County,40.575706,-74.00988,Brooklyn,11224,Other
1038,Co-op for sale,265000,1,1.0,2184.2078,New York County,New York,40.80039,-73.944336,Manhattan,10035,COMPASS
1039,Townhouse for sale,7500000,4,2.0,4250.0,New York,New York County,40.77551,-73.95763,Manhattan,10075,Douglas Elliman
1040,Co-op for sale,325000,2,1.0,2184.2078,Queens County,Queens,40.74277,-73.70245,Other,11040,Other
1041,House for sale,755000,2,2.0,2184.2078,New York,Queens County,40.75656,-73.77967,Other,11361,Other
1042,Co-op for sale,325000,2,2.0,2184.2078,Bronx County,The Bronx,40.889057,-73.90338,Bronx,10463,TREBACH REALTY INC
1043,Co-op for sale,1395000,2,1.0,2184.2078,New York County,New York,40.71345,-74.00709,Manhattan,10007,Douglas Elliman
1044,House for sale,649000,3,2.0,980.0,New York,Richmond County,40.543423,-74.17484,Staten Island,10312,Robert DeFalco Realty
1045,House for sale,499999,2,1.0,800.0,New York,Richmond County,40.59445,-74.18896,Staten Island,10314,RE/MAX
1046,Multi-family home for sale,999998,4,4.0,2720.0,New York,Richmond County,40.58627,-74.158516,Staten Island,10314,RE/MAX
1047,Multi-family home for sale,1358000,6,3.0,2184.2078,New York,Kings County,40.68713,-73.92152,Other,11221,Coldwell Banker
1048,House for sale,1650000,5,4.0,2184.2078,New York,Bronx County,40.880688,-73.9157,Bronx,10463,TREBACH REALTY INC
1049,Co-op for sale,680000,1,1.0,2184.2078,Kings County,Brooklyn,40.691536,-73.99565,Brooklyn,11201,Keller Williams
1050,Co-op for sale,258888,1,1.0,650.0,Kings County,Brooklyn,40.61728,-74.02676,Brooklyn,11209,RE/MAX
1051,Co-op for sale,300000,1,1.0,2184.2078,New York County,New York,40.771923,-73.955154,Manhattan,10075,Douglas Elliman
1052,Townhouse for sale,318888,2,2.0,1270.0,New York,Richmond County,40.63846,-74.164665,Staten Island,10303,Other
1053,Co-op for sale,330000,1,2.0,2184.2078,New York County,New York,40.75958,-73.96478,Manhattan,10022,COMPASS
1054,Condo for sale,747000,11,1.0,747.0,New York County,New York,40.79421,-73.96367,Manhattan,10025,Douglas Elliman
1055,House for sale,699000,2,2.0,2184.2078,New York,Queens County,40.70379,-73.87525,Other,11385,Keller Williams
1056,Co-op for sale,875000,1,1.0,2184.2078,New York County,New York,40.776966,-73.97692,Manhattan,10023,COMPASS
1057,Co-op for sale,385000,2,2.0,1100.0,Bronx County,The Bronx,40.88277,-73.914825,Bronx,10463,COMPASS
1058,Co-op for sale,985000,3,2.0,2184.2078,Queens,Jackson Heights,40.751842,-73.88228,Queens,11372,Douglas Elliman
1059,Co-op for sale,349000,1,1.0,1017.0,Queens County,Queens,40.578167,-73.85867,Brooklyn,11694,Other
1060,Townhouse for sale,5950000,4,4.0,2184.2078,New York,New York County,40.775078,-73.94956,Manhattan,10028,Coldwell Banker
1061,House for sale,968000,3,2.0,1344.0,New York,Queens County,40.73094,-73.86838,Queens,11374,Other
1062,Condo for sale,569000,2,2.0,2184.2078,Queens County,Queens,40.73322,-73.84487,Other,11375,RE/MAX
1063,Condo for sale,238000,1,1.0,650.0,Richmond County,Staten Island,40.61096,-74.06035,Staten Island,10305,Robert DeFalco Realty
1064,Multi-family home for sale,1200000,6,6.0,5712.0,New York,Queens County,40.70233,-73.889114,Other,11385,Douglas Elliman
1065,Co-op for sale,4995000,4,3.0,2184.2078,New York County,New York,40.791096,-73.97486,Manhattan,10024,Douglas Elliman
1066,House for sale,911600,3,2.0,1596.0,New York,Queens County,40.76851,-73.82461,Queens,11354,REALHome Services & Solutions
1067,House for sale,598000,3,2.0,1144.0,New York,Bronx County,40.87796,-73.90117,Bronx,10463,Other
1068,Condo for sale,472000,1,1.0,700.0,Queens County,Queens,40.73531,-73.88125,Queens,11373,Keller Williams
1069,House for sale,549000,1,2.0,2184.2078,New York,Queens County,40.669243,-73.809975,Other,11420,Fillmore Real Estate
1070,House for sale,1085000,5,3.0,1200.0,New York,Kings County,40.618313,-73.9976,Brooklyn,11204,RE/MAX
1071,Multi-family home for sale,680000,3,2.0,1535.0,New York,Kings County,40.671368,-73.86928,Brooklyn,11208,Keller Williams
1072,Co-op for sale,210000,2,1.0,1000.0,Queens County,Queens,40.734848,-73.82325,Queens,11367,Century Homes Realty Group LLC
1073,Townhouse for sale,525000,2,2.0,996.0,New York,Richmond County,40.546288,-74.19558,Staten Island,10312,RE/MAX
1074,Multi-family home for sale,999000,5,3.0,2184.2078,New York,Kings County,40.620773,-73.90551,Brooklyn,11234,Other
1075,Multi-family home for sale,1799000,3,1.0,5400.0,Richmond County,Staten Island,40.576733,-74.11874,Staten Island,10306,Other
1076,Townhouse for sale,1900000,9,5.0,5000.0,New York,New York County,40.808285,-73.94124,Manhattan,10035,"Garfield, Leslie J. & Co., Inc."
1077,House for sale,519000,3,2.0,1200.0,New York,Queens County,40.651733,-73.8303,Other,11414,Other
1078,House for sale,728900,4,1.0,960.0,New York,Richmond County,40.616314,-74.12483,Staten Island,10314,Other
1079,Co-op for sale,549000,2,1.0,2184.2078,New York,Queens County,40.72013,-73.839836,Queens,11375,Brown Harris Stevens
1080,Co-op for sale,299999,2,2.0,1300.0,Queens County,Queens,40.78086,-73.7835,Other,11360,Other
1081,Co-op for sale,1195000,2,2.0,2184.2078,New York County,New York,40.73615,-73.99554,Manhattan,10011,Corcoran
1082,Co-op for sale,200000,1,1.0,2184.2078,Queens County,Queens,40.73049,-73.8736,Queens,11373,Keller Williams
1083,Condo for sale,599000,2,2.0,1095.0,Kings County,Brooklyn,40.578426,-73.98537,Brooklyn,11224,Other
1084,Co-op for sale,1775000,2,2.0,2184.2078,New York County,New York,40.72617,-74.00139,Manhattan,10012,COMPASS
1085,Multi-family home for sale,1059000,6,3.0,2184.2078,New York,Kings County,40.683075,-73.87974,Brooklyn,11208,Other
1086,House for sale,1288888,3,4.0,1672.0,New York,Richmond County,40.606953,-74.10169,Staten Island,10301,Other
1087,Multi-family home for sale,1299999,8,4.0,3448.0,New York,Kings County,40.625973,-73.91412,Brooklyn,11234,5 Boro Realty Corp
1088,House for sale,1399999,3,2.0,2700.0,New York,Richmond County,40.51169,-74.238815,Staten Island,10307,Other
1089,House for sale,725000,3,2.0,2410.0,New York,Bronx County,40.896553,-73.84767,Bronx,10466,Keller Williams
1090,Co-op for sale,232500,1,1.0,2184.2078,Queens County,Queens,40.71214,-73.827705,Other,11415,Keller Williams
1091,Co-op for sale,250000,3,1.0,2184.2078,New York County,New York,40.799232,-73.95261,Manhattan,10026,COMPASS
1092,House for sale,639000,2,2.0,862.0,New York,Kings County,40.617523,-73.92552,Brooklyn,11234,Fillmore Real Estate
1093,House for sale,950000,4,4.0,2060.0,New York,Queens County,40.78849,-73.85158,Other,11356,eXp Realty
1094,Condo for sale,12500000,3,2.0,4000.0,New York County,New York,40.72176,-74.001335,Manhattan,10013,COMPASS
1095,Co-op for sale,430000,2,1.0,2184.2078,Queens County,Queens,40.747253,-73.89781,Queens,11377,Other
1096,Co-op for sale,299000,3,1.0,2184.2078,United States,New York,40.748848,-73.97162,Manhattan,10017,Other
1097,Co-op for sale,279000,3,1.0,1400.0,New York,Bronx County,40.856354,-73.865974,Bronx,10462,Other
1098,House for sale,1725000,3,2.0,1508.0,New York,Kings County,40.620865,-74.036865,Brooklyn,11209,RE/MAX
1099,Multi-family home for sale,1698000,4,4.0,3620.0,New York,Richmond County,40.53577,-74.18498,Staten Island,10312,RE/MAX
1100,House for sale,438000,2,2.0,1354.0,New York,Richmond County,40.562805,-74.18538,Staten Island,10312,RE/MAX
1101,Co-op for sale,100000,3,1.0,512.0,Queens County,Queens,40.60429,-73.747826,Other,11691,Other
1102,Co-op for sale,299000,1,1.0,2184.2078,Queens County,Queens,40.7491,-73.884995,Queens,11372,Keller Williams
1103,Condo for sale,625000,2,2.0,995.0,Queens County,Queens,40.778034,-73.7809,Other,11360,Winzone Realty
1104,Co-op for sale,699999,3,2.0,2184.2078,Kings County,Brooklyn,40.667217,-73.95666,Other,11213,Other
1105,Co-op for sale,529000,1,1.0,2184.2078,New York County,New York,40.737125,-73.98066,Manhattan,10010,Keller Williams
1106,Townhouse for sale,23000000,5,6.0,7058.0,New York,New York County,40.74392,-74.001434,Manhattan,10011,Brown Harris Stevens
1107,House for sale,599000,3,2.0,1208.0,New York,Queens County,40.689213,-73.86344,Queens,11421,Charles Rutenberg Realty Inc
1108,Co-op for sale,279900,1,1.0,900.0,Bronx County,The Bronx,40.830124,-73.92026,Bronx,10451,Other
1109,Co-op for sale,165000,1,1.0,875.0,Bronx County,The Bronx,40.89942,-73.870636,Bronx,10470,Other
1110,Co-op for sale,270000,1,1.0,2184.2078,Kings County,Brooklyn,40.604782,-73.99205,Brooklyn,11214,Douglas Elliman
1111,Condo for sale,625000,2,1.0,825.0,Queens County,Queens,40.744347,-73.9571,Other,11109,Other
1112,Multi-family home for sale,580000,5,2.0,1780.0,New York,Kings County,40.587444,-73.967575,Brooklyn,11235,Other
1113,Condo for sale,979000,3,2.0,1272.0,Kings County,Brooklyn,40.629597,-74.02756,Brooklyn,11209,Keller Williams
1114,Co-op for sale,269000,2,1.0,2184.2078,New York County,New York,40.809937,-73.93778,Manhattan,10037,Keller Williams
1115,House for sale,1700000,3,4.0,2184.2078,New York,Queens County,40.669365,-73.79963,Queens,11436,Other
1116,Co-op for sale,499000,2,2.0,2184.2078,New York County,New York,40.776283,-73.94539,Manhattan,10128,Sotheby's International Realty
1117,House for sale,1699888,3,3.0,2275.0,New York,Queens County,40.655643,-73.84896,Other,11414,Century 21
1118,House for sale,3100000,6,4.0,2184.2078,New York,Queens County,40.602146,-73.74017,Other,11691,Other
1119,House for sale,499000,4,2.0,1752.0,New York,Bronx County,40.871727,-73.90508,Bronx,10463,RE/MAX
1120,Co-op for sale,245000,2,1.0,900.0,Kings County,Brooklyn,40.6015,-73.93243,Brooklyn,11229,Century 21
1121,Townhouse for sale,5800000,7,5.0,6360.0,New York,Kings County,40.688473,-73.97473,Brooklyn,11217,COMPASS
1122,House for sale,2350000,5,4.0,4270.0,New York,Richmond County,40.525173,-74.217606,Staten Island,10309,Coldwell Banker
1123,Co-op for sale,425000,3,1.0,450.0,New York County,New York,40.74648,-74.001884,Manhattan,10011,Brown Harris Stevens
1124,House for sale,799000,3,2.0,2340.0,New York,Richmond County,40.58879,-74.14448,Staten Island,10314,Other
1125,Multi-family home for sale,725000,4,2.0,1700.0,New York,Kings County,40.668194,-73.8749,Brooklyn,11208,Other
1126,Co-op for sale,3695000,2,2.0,1697.0,New York County,New York,40.72465,-73.99609,Manhattan,10012,Other
1127,House for sale,1499999,5,3.0,2184.2078,New York,Queens County,40.69504,-73.83266,Other,11418,Real Broker NY LLC
1128,House for sale,1250000,4,3.0,2184.2078,New York,Queens County,40.768436,-73.79699,Queens,11358,E Realty International
1129,House for sale,1199000,4,1.0,1840.0,New York,Kings County,40.616512,-74.004585,Brooklyn,11228,COMPASS
1130,Condo for sale,28000000,4,4.0,5000.0,New York County,New York,40.722977,-74.00935,Manhattan,10013,COMPASS
1131,Condo for sale,719000,3,2.0,2184.2078,Queens County,Queens,40.796417,-73.80581,Other,11357,Other
1132,Co-op for sale,169000,3,1.0,2184.2078,Queens County,Queens,40.72059,-73.835945,Other,11375,Keystone Realty USA Corp
